CaseMasterID,PersonID,profile
5461,5387,oneoff
5462,961,oneoff
5463,5040,oneoff
5464,6003,oneoff
5465,8288,oneoff
5466,995,oneoff
5467,7604,oneoff
5468,5115,repeat
5469,707,repeat
5470,1288,oneoff
5471,11042,oneoff
5472,10717,oneoff
5473,2254,oneoff
5474,5425,oneoff
5475,6378,oneoff
5476,11628,oneoff
5477,5763,oneoff
5478,5314,oneoff
5479,7235,oneoff
5480,4376,oneoff
5481,8070,oneoff
5482,10728,repeat
5483,5866,repeat
5484,9483,oneoff
5485,1283,oneoff
5486,9641,repeat
5487,474,oneoff
5488,11075,oneoff
5489,10540,oneoff
5490,6927,oneoff
5491,7880,oneoff
5492,11492,oneoff
5493,2713,oneoff
5494,903,oneoff
5495,3411,repeat
5496,3896,oneoff
5497,9262,oneoff
5498,6570,oneoff
5499,6675,oneoff
5500,5557,oneoff
5501,11065,oneoff
5502,5158,oneoff
5503,8076,oneoff
5504,3208,oneoff
5505,7111,oneoff
5506,7948,oneoff
5507,6176,oneoff
5508,4696,oneoff
5509,1581,oneoff
5510,6207,oneoff
5511,1116,oneoff
5512,2466,oneoff
5513,2676,oneoff
5514,6061,oneoff
5515,780,oneoff
5516,2377,oneoff
5517,4243,oneoff
5518,2838,oneoff
5519,5118,oneoff
5520,8101,oneoff
5521,4767,oneoff
5522,4992,oneoff
5523,5715,repeat
5524,10052,oneoff
5525,9944,repeat
5526,9010,oneoff
5527,11834,oneoff
5528,2087,oneoff
5529,6067,oneoff
5530,10250,oneoff
5531,432,repeat
5532,10630,oneoff
5533,4433,oneoff
5534,8388,oneoff
5535,1987,oneoff
5536,4559,oneoff
5537,5539,repeat
5538,6168,oneoff
5539,111,oneoff
5540,194,oneoff
5541,922,oneoff
5542,5335,oneoff
5543,880,oneoff
5544,9847,repeat
5545,6864,oneoff
5546,1105,oneoff
5547,7599,oneoff
5548,4232,oneoff
5549,9750,repeat
5550,7832,oneoff
5551,649,oneoff
5552,3285,repeat
5553,1057,oneoff
5554,4229,oneoff
5555,2198,oneoff
5556,2196,repeat
5557,3956,oneoff
5558,10552,oneoff
5559,3675,oneoff
5560,11717,oneoff
5561,5586,oneoff
5562,7698,oneoff
5563,11166,oneoff
5564,11499,oneoff
5565,1923,oneoff
5566,4777,repeat
5567,4058,oneoff
5568,7091,oneoff
5569,9850,oneoff
5570,4224,oneoff
5571,4202,oneoff
5572,4112,repeat
5573,2447,ring
5573,2881,ring
5573,9346,ring
5573,638,ring
5574,8956,oneoff
5575,11459,oneoff
5576,8396,repeat
5577,10727,oneoff
5578,2556,oneoff
5579,6484,oneoff
5580,4688,oneoff
5581,1315,oneoff
5582,10197,oneoff
5583,3276,oneoff
5584,9523,repeat
5585,9556,oneoff
5586,1988,oneoff
5587,9974,oneoff
5588,3260,oneoff
5589,10070,oneoff
5590,8743,oneoff
5591,5591,oneoff
5592,10113,oneoff
5593,3209,oneoff
5594,7863,oneoff
5595,11398,oneoff
5596,7630,oneoff
5597,5035,oneoff
5598,5690,oneoff
5599,2203,oneoff
5600,6473,oneoff
5601,11152,oneoff
5602,11664,oneoff
5603,794,oneoff
5604,2903,oneoff
5605,10006,oneoff
5606,9267,oneoff
5607,10133,oneoff
5608,3524,oneoff
5609,5187,oneoff
5610,10824,oneoff
5611,5649,oneoff
5612,10106,oneoff
5613,1320,oneoff
5614,6237,oneoff
5615,9518,oneoff
5616,8036,oneoff
5617,4884,oneoff
5618,10305,oneoff
5619,3882,repeat
5620,3176,oneoff
5621,2495,oneoff
5622,11468,oneoff
5623,7356,oneoff
5624,11372,oneoff
5625,5323,oneoff
5626,862,oneoff
5627,5975,oneoff
5628,8919,oneoff
5629,456,oneoff
5630,4006,oneoff
5631,11934,oneoff
5632,1260,oneoff
5633,6739,oneoff
5634,5575,oneoff
5635,7059,oneoff
5636,9438,oneoff
5637,11096,oneoff
5638,3030,oneoff
5639,7224,oneoff
5640,1872,oneoff
5641,3868,oneoff
5642,189,oneoff
5643,10088,oneoff
5644,6517,oneoff
5645,2944,oneoff
5646,9193,repeat
5647,8336,oneoff
5648,8661,oneoff
5649,2993,oneoff
5650,866,oneoff
5651,2856,repeat
5652,7946,oneoff
5653,10593,oneoff
5654,5639,oneoff
5655,5194,oneoff
5656,5842,oneoff
5657,5233,oneoff
5658,11901,oneoff
5659,1925,oneoff
5660,11225,oneoff
5661,1667,oneoff
5662,5628,repeat
5663,4509,oneoff
5664,1472,repeat
5665,3280,oneoff
5666,9580,oneoff
5667,2980,repeat
5668,1611,oneoff
5669,11997,oneoff
5670,2960,oneoff
5671,2881,ring
5671,7762,ring
5671,7501,ring
5672,1735,oneoff
5673,9093,oneoff
5674,9272,oneoff
5675,7438,oneoff
5676,1477,oneoff
5677,6411,oneoff
5678,7637,oneoff
5679,53,oneoff
5680,11690,oneoff
5681,5702,oneoff
5682,310,repeat
5683,1705,oneoff
5684,5482,oneoff
5685,7800,oneoff
5686,9801,oneoff
5687,7289,repeat
5688,8606,oneoff
5689,9112,oneoff
5690,1465,repeat
5691,6904,oneoff
5692,10925,oneoff
5693,7010,oneoff
5694,7829,oneoff
5695,10406,repeat
5696,72,oneoff
5697,11537,oneoff
5698,7713,oneoff
5699,8118,repeat
5700,2101,oneoff
5701,4286,ring
5701,8704,ring
5702,1056,repeat
5703,10061,oneoff
5704,8509,oneoff
5705,3771,oneoff
5706,8816,oneoff
5707,4587,oneoff
5708,1573,repeat
5709,9665,oneoff
5710,11408,oneoff
5711,5421,oneoff
5712,844,oneoff
5713,6057,oneoff
5714,356,oneoff
5715,9136,oneoff
5716,3999,oneoff
5717,314,oneoff
5718,3497,oneoff
5719,5370,oneoff
5720,8717,oneoff
5721,2388,oneoff
5722,4975,oneoff
5723,10940,oneoff
5724,2856,repeat
5725,2874,oneoff
5726,7937,oneoff
5727,3645,oneoff
5728,5220,repeat
5729,7455,oneoff
5730,3559,oneoff
5731,6683,oneoff
5732,8440,oneoff
5733,5988,repeat
5734,8032,oneoff
5735,3056,oneoff
5736,7762,ring
5736,638,ring
5736,2881,ring
5736,9346,ring
5737,280,oneoff
5738,9509,oneoff
5739,2827,oneoff
5740,297,repeat
5741,344,oneoff
5742,2019,oneoff
5743,7836,oneoff
5744,9431,repeat
5745,9738,oneoff
5746,4060,oneoff
5747,8932,oneoff
5748,9776,repeat
5749,2043,oneoff
5750,3202,oneoff
5751,4635,repeat
5752,5576,oneoff
5753,6273,oneoff
5754,5986,oneoff
5755,4304,oneoff
5756,9859,oneoff
5757,335,oneoff
5758,1841,oneoff
5759,321,oneoff
5760,8203,oneoff
5761,169,repeat
5762,9158,oneoff
5763,2809,oneoff
5764,10436,oneoff
5765,1554,oneoff
5766,9212,oneoff
5767,10365,oneoff
5768,8826,oneoff
5769,11522,oneoff
5770,905,oneoff
5771,11928,oneoff
5772,2870,oneoff
5773,9750,repeat
5774,739,oneoff
5775,931,oneoff
5776,3438,oneoff
5777,889,oneoff
5778,7369,oneoff
5779,8828,oneoff
5780,507,oneoff
5781,1798,oneoff
5782,7237,oneoff
5783,1139,oneoff
5784,5075,repeat
5785,3490,oneoff
5786,7495,oneoff
5787,5415,oneoff
5788,6243,oneoff
5789,6902,oneoff
5790,6958,oneoff
5791,7867,oneoff
5792,11511,oneoff
5793,10661,oneoff
5794,77,repeat
5795,5719,oneoff
5796,8284,repeat
5797,8436,oneoff
5798,144,oneoff
5799,11266,oneoff
5800,7945,oneoff
5801,3516,oneoff
5802,6774,oneoff
5803,2037,repeat
5804,4768,oneoff
5805,8204,oneoff
5806,2486,oneoff
5807,11091,oneoff
5808,4617,oneoff
5809,1891,oneoff
5810,6602,oneoff
5811,2757,oneoff
5812,8002,oneoff
5813,11396,oneoff
5814,8382,oneoff
5815,1088,oneoff
5816,11429,oneoff
5817,8785,repeat
5818,9792,oneoff
5819,5340,oneoff
5820,3881,oneoff
5821,7639,oneoff
5822,3962,oneoff
5823,9523,repeat
5824,1848,oneoff
5825,9750,repeat
5826,10993,oneoff
5827,1537,oneoff
5828,3387,oneoff
5829,11871,oneoff
5830,3871,repeat
5831,2250,repeat
5832,5167,oneoff
5833,9590,oneoff
5834,8284,repeat
5835,8021,oneoff
5836,1729,oneoff
5837,10562,oneoff
5838,1371,oneoff
5839,6398,oneoff
5840,3382,oneoff
5841,3186,oneoff
5842,8292,oneoff
5843,11929,oneoff
5844,2723,oneoff
5845,8991,ring
5845,4951,ring
5846,5015,repeat
5847,8890,oneoff
5848,7021,oneoff
5849,7760,oneoff
5850,2610,oneoff
5851,750,oneoff
5852,1790,oneoff
5853,4015,oneoff
5854,9169,oneoff
5855,3560,oneoff
5856,10397,oneoff
5857,10462,oneoff
5858,9783,oneoff
5859,8046,oneoff
5860,4819,oneoff
5861,8544,oneoff
5862,10822,oneoff
5863,10904,oneoff
5864,7965,oneoff
5865,5966,oneoff
5866,7152,repeat
5867,9563,oneoff
5868,9072,oneoff
5869,4424,oneoff
5870,11496,repeat
5871,10634,oneoff
5872,2237,oneoff
5873,1101,repeat
5874,7776,oneoff
5875,8655,oneoff
5876,10900,oneoff
5877,7488,repeat
5878,1108,oneoff
5879,7524,oneoff
5880,8796,oneoff
5881,7064,oneoff
5882,4873,oneoff
5883,1196,repeat
5884,2089,oneoff
5885,10406,repeat
5886,277,oneoff
5887,7896,oneoff
5888,3296,oneoff
5889,7221,oneoff
5890,4163,oneoff
5891,1072,oneoff
5892,4112,repeat
5893,9033,oneoff
5894,9126,oneoff
5895,3267,oneoff
5896,10483,oneoff
5897,10839,oneoff
5898,3368,oneoff
5899,10796,oneoff
5900,8791,oneoff
5901,11063,ring
5901,4286,ring
5901,3652,ring
5901,8704,ring
5902,9313,oneoff
5903,8569,oneoff
5904,7117,oneoff
5905,3440,oneoff
5906,7161,repeat
5907,1222,repeat
5908,5192,oneoff
5909,3253,oneoff
5910,1277,oneoff
5911,8525,oneoff
5912,11968,oneoff
5913,9057,oneoff
5914,6373,oneoff
5915,11733,oneoff
5916,6545,oneoff
5917,8679,oneoff
5918,6006,oneoff
5919,5950,oneoff
5920,6550,repeat
5921,10032,repeat
5922,6282,oneoff
5923,5005,oneoff
5924,5108,oneoff
5925,2007,oneoff
5926,4407,oneoff
5927,9966,oneoff
5928,2716,oneoff
5929,9732,oneoff
5930,6755,oneoff
5931,7162,repeat
5932,7846,repeat
5933,9207,oneoff
5934,4674,oneoff
5935,6665,oneoff
5936,9100,oneoff
5937,3650,oneoff
5938,7566,oneoff
5939,11159,repeat
5940,8707,oneoff
5941,9497,oneoff
5942,11854,oneoff
5943,186,oneoff
5944,11113,repeat
5945,3439,oneoff
5946,6767,oneoff
5947,1426,oneoff
5948,2861,oneoff
5949,10402,oneoff
5950,5832,oneoff
5951,1299,oneoff
5952,11430,oneoff
5953,3285,repeat
5954,6805,oneoff
5955,10287,repeat
5956,9037,repeat
5957,3121,oneoff
5958,7753,oneoff
5959,1331,oneoff
5960,934,oneoff
5961,9325,repeat
5962,9516,oneoff
5963,4348,oneoff
5964,11865,oneoff
5965,5439,oneoff
5966,2023,oneoff
5967,5647,repeat
5968,11665,oneoff
5969,11752,oneoff
5970,8445,oneoff
5971,1210,oneoff
5972,10107,oneoff
5973,8467,oneoff
5974,7766,oneoff
5975,8843,oneoff
5976,10746,oneoff
5977,2453,oneoff
5978,7384,oneoff
5979,4336,oneoff
5980,8731,oneoff
5981,4280,oneoff
5982,1751,oneoff
5983,8354,oneoff
5984,9603,oneoff
5985,130,oneoff
5986,1295,oneoff
5987,11524,oneoff
5988,1638,oneoff
5989,4875,oneoff
5990,9818,oneoff
5991,4345,oneoff
5992,5200,oneoff
5993,5062,oneoff
5994,9091,oneoff
5995,640,oneoff
5996,6962,oneoff
5997,9481,oneoff
5998,8551,oneoff
5999,7536,repeat
6000,10771,oneoff
6001,7813,oneoff
6002,8629,oneoff
6003,2395,oneoff
6004,6023,oneoff
6005,3292,oneoff
6006,7657,oneoff
6007,2994,oneoff
6008,9325,repeat
6009,10327,oneoff
6010,7561,oneoff
6011,656,ring
6011,6397,ring
6011,1733,ring
6011,11440,ring
6012,9080,oneoff
6013,1003,oneoff
6014,907,oneoff
6015,9648,repeat
6016,3006,oneoff
6017,2166,oneoff
6018,1056,repeat
6019,9655,oneoff
6020,7966,oneoff
6021,10283,repeat
6022,1353,oneoff
6023,480,oneoff
6024,2033,oneoff
6025,92,oneoff
6026,7215,oneoff
6027,4866,oneoff
6028,4153,oneoff
6029,4947,oneoff
6030,9748,repeat
6031,7878,oneoff
6032,7953,repeat
6033,11538,oneoff
6034,11613,oneoff
6035,10563,repeat
6036,6991,oneoff
6037,11745,oneoff
6038,3711,oneoff
6039,2236,oneoff
6040,10020,oneoff
6041,1028,oneoff
6042,3873,oneoff
6043,6798,oneoff
6044,4400,oneoff
6045,4776,oneoff
6046,10954,oneoff
6047,2100,oneoff
6048,6150,oneoff
6049,7020,oneoff
6050,1756,oneoff
6051,317,oneoff
6052,6346,oneoff
6053,8401,oneoff
6054,1286,oneoff
6055,3011,repeat
6056,5081,oneoff
6057,4023,oneoff
6058,3347,oneoff
6059,595,oneoff
6060,8595,oneoff
6061,2864,oneoff
6062,9421,oneoff
6063,8972,oneoff
6064,5954,oneoff
6065,9519,repeat
6066,9063,oneoff
6067,6317,oneoff
6068,6037,oneoff
6069,7246,oneoff
6070,9533,oneoff
6071,5054,oneoff
6072,4098,oneoff
6073,11033,oneoff
6074,10942,oneoff
6075,909,oneoff
6076,6230,oneoff
6077,10781,oneoff
6078,9979,oneoff
6079,5696,oneoff
6080,4754,repeat
6081,5689,oneoff
6082,7709,oneoff
6083,4053,oneoff
6084,4811,oneoff
6085,7877,oneoff
6086,654,repeat
6087,8447,oneoff
6088,7340,ring
6088,6397,ring
6089,3897,oneoff
6090,7054,oneoff
6091,7611,repeat
6092,8785,repeat
6093,1759,oneoff
6094,8582,oneoff
6095,6950,oneoff
6096,1624,oneoff
6097,1648,oneoff
6098,915,oneoff
6099,7184,oneoff
6100,5220,repeat
6101,7152,repeat
6102,8585,oneoff
6103,4755,oneoff
6104,8924,oneoff
6105,9781,oneoff
6106,2487,oneoff
6107,6342,repeat
6108,11283,oneoff
6109,4970,oneoff
6110,9034,oneoff
6111,10474,oneoff
6112,2095,repeat
6113,7541,oneoff
6114,8284,repeat
6115,5663,repeat
6116,5583,oneoff
6117,10213,repeat
6118,1258,oneoff
6119,11801,oneoff
6120,693,oneoff
6121,8986,oneoff
6122,2075,oneoff
6123,7464,oneoff
6124,6295,oneoff
6125,3847,oneoff
6126,8899,oneoff
6127,8519,oneoff
6128,2084,oneoff
6129,9507,oneoff
6130,10784,repeat
6131,11175,oneoff
6132,672,oneoff
6133,4366,repeat
6134,10439,oneoff
6135,10789,oneoff
6136,519,repeat
6137,8409,oneoff
6138,4201,repeat
6139,601,oneoff
6140,10997,oneoff
6141,1677,repeat
6142,2887,oneoff
6143,7088,repeat
6144,8839,oneoff
6145,10319,oneoff
6146,7338,oneoff
6147,7016,oneoff
6148,2666,repeat
6149,2980,repeat
6150,7616,oneoff
6151,4860,oneoff
6152,3668,oneoff
6153,272,oneoff
6154,7772,oneoff
6155,2518,oneoff
6156,1294,oneoff
6157,11245,oneoff
6158,2785,oneoff
6159,7269,oneoff
6160,4196,oneoff
6161,5197,oneoff
6162,9988,oneoff
6163,9215,oneoff
6164,6313,oneoff
6165,3148,oneoff
6166,1005,oneoff
6167,9749,repeat
6168,3691,oneoff
6169,9471,oneoff
6170,726,oneoff
6171,7642,oneoff
6172,10905,oneoff
6173,598,repeat
6174,7686,repeat
6175,11329,oneoff
6176,11268,repeat
6177,3240,repeat
6178,7987,repeat
6179,6437,oneoff
6180,1439,oneoff
6181,5494,oneoff
6182,4218,repeat
6183,275,repeat
6184,11082,oneoff
6185,1518,oneoff
6186,6300,oneoff
6187,9658,oneoff
6188,10042,oneoff
6189,4759,oneoff
6190,7557,oneoff
6191,9997,oneoff
6192,10922,oneoff
6193,1023,oneoff
6194,6264,repeat
6195,10845,oneoff
6196,7070,repeat
6197,8963,oneoff
6198,275,repeat
6199,9360,oneoff
6200,5715,repeat
6201,10073,oneoff
6202,8970,oneoff
6203,1738,oneoff
6204,11994,oneoff
6205,4633,oneoff
6206,2139,oneoff
6207,10208,oneoff
6208,7444,oneoff
6209,5565,oneoff
6210,6676,oneoff
6211,4341,oneoff
6212,3479,oneoff
6213,10371,oneoff
6214,1094,oneoff
6215,9786,oneoff
6216,2457,oneoff
6217,9804,oneoff
6218,9435,oneoff
6219,9807,oneoff
6220,8344,oneoff
6221,2500,oneoff
6222,2002,oneoff
6223,9549,oneoff
6224,7322,oneoff
6225,6285,oneoff
6226,3998,oneoff
6227,825,oneoff
6228,7181,oneoff
6229,11853,oneoff
6230,3523,repeat
6231,4940,oneoff
6232,9007,oneoff
6233,5826,repeat
6234,5434,oneoff
6235,5637,oneoff
6236,6758,oneoff
6237,8882,oneoff
6238,9641,repeat
6239,6550,repeat
6240,2338,oneoff
6241,5438,oneoff
6242,5534,oneoff
6243,4980,oneoff
6244,775,oneoff
6245,4332,oneoff
6246,1222,repeat
6247,11904,oneoff
6248,6320,repeat
6249,8348,oneoff
6250,4368,oneoff
6251,519,repeat
6252,2258,oneoff
6253,11041,oneoff
6254,7108,oneoff
6255,1617,oneoff
6256,981,oneoff
6257,3938,oneoff
6258,9199,oneoff
6259,894,oneoff
6260,11113,repeat
6261,4438,repeat
6262,2473,oneoff
6263,2155,repeat
6264,4298,oneoff
6265,1021,oneoff
6266,10684,repeat
6267,5368,oneoff
6268,9411,oneoff
6269,9641,repeat
6270,9037,repeat
6271,4160,oneoff
6272,2911,oneoff
6273,8302,oneoff
6274,3380,oneoff
6275,673,oneoff
6276,6321,repeat
6277,5441,oneoff
6278,8463,oneoff
6279,431,oneoff
6280,1778,repeat
6281,3770,oneoff
6282,6670,oneoff
6283,11000,oneoff
6284,2772,oneoff
6285,462,oneoff
6286,2452,oneoff
6287,10784,repeat
6288,2021,oneoff
6289,1696,oneoff
6290,10674,oneoff
6291,8442,oneoff
6292,3241,oneoff
6293,8714,repeat
6294,3037,oneoff
6295,7131,oneoff
6296,292,oneoff
6297,5872,oneoff
6298,3295,oneoff
6299,10411,oneoff
6300,7239,oneoff
6301,10324,oneoff
6302,7540,oneoff
6303,8599,oneoff
6304,1806,oneoff
6305,1251,oneoff
6306,1261,oneoff
6307,6971,oneoff
6308,2732,oneoff
6309,4054,oneoff
6310,4649,oneoff
6311,2512,repeat
6312,5045,oneoff
6313,10847,oneoff
6314,11652,oneoff
6315,5021,oneoff
6316,9748,repeat
6317,10659,repeat
6318,10548,oneoff
6319,6681,oneoff
6320,9020,oneoff
6321,1507,oneoff
6322,11154,oneoff
6323,826,oneoff
6324,998,oneoff
6325,7004,oneoff
6326,743,oneoff
6327,2557,oneoff
6328,3443,oneoff
6329,1241,oneoff
6330,4144,oneoff
6331,2248,oneoff
6332,7070,repeat
6333,6140,oneoff
6334,11600,oneoff
6335,11966,oneoff
6336,8603,oneoff
6337,9451,oneoff
6338,8422,oneoff
6339,5642,oneoff
6340,310,repeat
6341,2172,oneoff
6342,610,oneoff
6343,3422,oneoff
6344,7152,repeat
6345,10995,oneoff
6346,5782,oneoff
6347,9456,oneoff
6348,6544,oneoff
6349,858,oneoff
6350,7558,oneoff
6351,11218,oneoff
6352,1128,oneoff
6353,126,oneoff
6354,3324,oneoff
6355,638,ring
6355,4951,ring
6355,2881,ring
6355,7762,ring
6356,10303,repeat
6357,4223,repeat
6358,11508,oneoff
6359,11762,oneoff
6360,5501,oneoff
6361,5982,oneoff
6362,4222,oneoff
6363,6575,oneoff
6364,3042,oneoff
6365,2064,oneoff
6366,2470,oneoff
6367,7868,oneoff
6368,3169,oneoff
6369,1646,oneoff
6370,1334,repeat
6371,7738,oneoff
6372,11063,ring
6372,8905,ring
6372,4286,ring
6373,10533,oneoff
6374,11913,oneoff
6375,3653,oneoff
6376,7777,oneoff
6377,5866,repeat
6378,8026,oneoff
6379,10038,oneoff
6380,8867,oneoff
6381,9747,oneoff
6382,1385,oneoff
6383,7466,oneoff
6384,8836,oneoff
6385,2143,oneoff
6386,1843,oneoff
6387,2195,oneoff
6388,1513,repeat
6389,11991,oneoff
6390,5775,oneoff
6391,1657,oneoff
6392,7471,ring
6392,2782,ring
6392,11634,ring
6393,7705,oneoff
6394,1952,repeat
6395,6723,oneoff
6396,7648,oneoff
6397,8395,oneoff
6398,3012,oneoff
6399,5829,oneoff
6400,6412,oneoff
6401,5020,oneoff
6402,997,oneoff
6403,11708,oneoff
6404,8506,ring
6404,6397,ring
6405,3138,oneoff
6406,10422,oneoff
6407,801,oneoff
6408,244,oneoff
6409,6013,oneoff
6410,1588,oneoff
6411,9213,oneoff
6412,9802,oneoff
6413,10662,oneoff
6414,10153,oneoff
6415,11909,oneoff
6416,5612,oneoff
6417,4693,oneoff
6418,10417,repeat
6419,8284,repeat
6420,440,oneoff
6421,11119,oneoff
6422,2881,ring
6422,4951,ring
6422,8991,ring
6423,2399,oneoff
6424,2300,repeat
6425,76,oneoff
6426,9055,oneoff
6427,10318,oneoff
6428,7430,oneoff
6429,5037,oneoff
6430,7929,oneoff
6431,4796,oneoff
6432,6362,oneoff
6433,11063,ring
6433,8704,ring
6433,4286,ring
6434,1946,oneoff
6435,6147,oneoff
6436,4105,oneoff
6437,2951,repeat
6438,10537,oneoff
6439,11433,oneoff
6440,2107,oneoff
6441,11442,oneoff
6442,1831,oneoff
6443,3714,oneoff
6444,10303,repeat
6445,9653,oneoff
6446,10782,oneoff
6447,4451,oneoff
6448,8538,oneoff
6449,4576,oneoff
6450,9595,oneoff
6451,10644,oneoff
6452,530,oneoff
6453,6096,oneoff
6454,7892,oneoff
6455,9917,oneoff
6456,2918,oneoff
6457,8004,oneoff
6458,1242,repeat
6459,4835,oneoff
6460,8721,oneoff
6461,11403,oneoff
6462,1465,repeat
6463,944,oneoff
6464,3823,oneoff
6465,9757,oneoff
6466,989,oneoff
6467,9743,oneoff
6468,8122,oneoff
6469,3272,oneoff
6470,1432,oneoff
6471,3445,oneoff
6472,8870,repeat
6473,8310,oneoff
6474,7823,oneoff
6475,4425,oneoff
6476,6514,oneoff
6477,10464,oneoff
6478,4663,oneoff
6479,8102,oneoff
6480,3165,oneoff
6481,4257,oneoff
6482,6456,oneoff
6483,10653,oneoff
6484,289,oneoff
6485,9209,oneoff
6486,7556,oneoff
6487,10754,oneoff
6488,1211,oneoff
6489,4061,oneoff
6490,3036,oneoff
6491,4421,oneoff
6492,6538,oneoff
6493,7486,oneoff
6494,4030,oneoff
6495,8506,ring
6495,1733,ring
6495,6397,ring
6496,45,oneoff
6497,11339,oneoff
6498,9748,repeat
6499,10699,oneoff
6500,4047,repeat
6501,1693,repeat
6502,2129,oneoff
6503,1196,repeat
6504,3581,oneoff
6505,847,oneoff
6506,1954,oneoff
6507,6128,oneoff
6508,7544,oneoff
6509,708,oneoff
6510,4111,oneoff
6511,3624,repeat
6512,8905,ring
6512,8704,ring
6513,4937,repeat
6514,3212,repeat
6515,7032,oneoff
6516,951,oneoff
6517,5051,oneoff
6518,4318,repeat
6519,10657,oneoff
6520,7516,oneoff
6521,7710,oneoff
6522,9613,oneoff
6523,1052,oneoff
6524,1338,oneoff
6525,396,oneoff
6526,1677,repeat
6527,3194,oneoff
6528,8107,oneoff
6529,3676,oneoff
6530,6910,oneoff
6531,1922,oneoff
6532,7546,oneoff
6533,10286,oneoff
6534,6905,oneoff
6535,8480,repeat
6536,8119,repeat
6537,1903,oneoff
6538,9734,oneoff
6539,7846,repeat
6540,3452,oneoff
6541,7297,oneoff
6542,8815,oneoff
6543,6475,oneoff
6544,11460,oneoff
6545,2233,oneoff
6546,10433,oneoff
6547,1573,repeat
6548,1193,oneoff
6549,7625,oneoff
6550,2582,oneoff
6551,1206,oneoff
6552,4584,oneoff
6553,11268,repeat
6554,6756,oneoff
6555,2544,oneoff
6556,1920,oneoff
6557,7088,repeat
6558,5433,oneoff
6559,6747,oneoff
6560,5587,oneoff
6561,7944,oneoff
6562,8876,oneoff
6563,7552,oneoff
6564,7363,oneoff
6565,11753,oneoff
6566,5506,repeat
6567,8338,oneoff
6568,1184,oneoff
6569,131,oneoff
6570,2417,oneoff
6571,6124,oneoff
6572,145,oneoff
6573,16,oneoff
6574,248,oneoff
6575,945,oneoff
6576,10086,oneoff
6577,8488,oneoff
6578,9056,oneoff
6579,10856,oneoff
6580,8901,oneoff
6581,10673,oneoff
6582,6702,oneoff
6583,5660,oneoff
6584,4041,oneoff
6585,312,oneoff
6586,926,oneoff
6587,7895,oneoff
6588,2562,repeat
6589,6548,oneoff
6590,4135,oneoff
6591,1399,oneoff
6592,327,oneoff
6593,9714,oneoff
6594,6850,oneoff
6595,6408,oneoff
6596,3871,repeat
6597,5635,oneoff
6598,6633,oneoff
6599,1153,oneoff
6600,4629,repeat
6601,2636,oneoff
6602,736,repeat
6603,6381,oneoff
6604,1778,repeat
6605,1242,repeat
6606,3448,oneoff
6607,835,oneoff
6608,11487,oneoff
6609,9962,oneoff
6610,197,oneoff
6611,2594,oneoff
6612,2666,repeat
6613,2908,oneoff
6614,2282,oneoff
6615,10529,oneoff
6616,4861,oneoff
6617,6159,oneoff
6618,2125,oneoff
6619,7109,oneoff
6620,9312,oneoff
6621,5338,oneoff
6622,9245,oneoff
6623,453,oneoff
6624,303,oneoff
6625,5018,oneoff
6626,5993,oneoff
6627,9764,oneoff
6628,8528,oneoff
6629,1412,oneoff
6630,1425,oneoff
6631,10916,repeat
6632,564,oneoff
6633,2404,oneoff
6634,4621,oneoff
6635,6886,oneoff
6636,9847,repeat
6637,9896,oneoff
6638,187,oneoff
6639,4670,oneoff
6640,1334,repeat
6641,10643,oneoff
6642,5530,oneoff
6643,8680,oneoff
6644,9472,oneoff
6645,2261,oneoff
6646,9346,ring
6646,7762,ring
6646,8991,ring
6646,4951,ring
6647,5726,oneoff
6648,8027,oneoff
6649,8607,oneoff
6650,10108,oneoff
6651,4793,oneoff
6652,10311,oneoff
6653,4398,oneoff
6654,9579,oneoff
6655,3149,repeat
6656,10346,oneoff
6657,11248,oneoff
6658,3900,oneoff
6659,5942,oneoff
6660,4997,oneoff
6661,4253,oneoff
6662,11181,oneoff
6663,4520,oneoff
6664,11903,repeat
6665,10032,repeat
6666,5686,oneoff
6667,3561,oneoff
6668,6277,oneoff
6669,5136,oneoff
6670,10700,oneoff
6671,1734,oneoff
6672,8220,oneoff
6673,5319,oneoff
6674,7987,repeat
6675,9114,oneoff
6676,10210,oneoff
6677,8927,oneoff
6678,9479,oneoff
6679,284,oneoff
6680,7489,oneoff
6681,7488,repeat
6682,4069,oneoff
6683,2730,oneoff
6684,2961,oneoff
6685,11432,oneoff
6686,8659,oneoff
6687,275,repeat
6688,4073,oneoff
6689,6793,oneoff
6690,5371,oneoff
6691,9365,oneoff
6692,4531,oneoff
6693,275,repeat
6694,5393,oneoff
6695,6279,oneoff
6696,5705,oneoff
6697,10610,oneoff
6698,8875,oneoff
6699,9934,oneoff
6700,7103,oneoff
6701,11464,oneoff
6702,10664,oneoff
6703,9350,ring
6703,377,ring
6703,11634,ring
6704,8284,repeat
6705,4642,oneoff
6706,1196,repeat
6707,2839,oneoff
6708,1141,oneoff
6709,5159,repeat
6710,3059,oneoff
6711,2512,repeat
6712,9759,oneoff
6713,10786,oneoff
6714,7083,repeat
6715,10024,oneoff
6716,678,oneoff
6717,489,oneoff
6718,11767,oneoff
6719,1452,oneoff
6720,5179,oneoff
6721,9954,oneoff
6722,8790,oneoff
6723,6536,oneoff
6724,5713,oneoff
6725,169,repeat
6726,11545,oneoff
6727,7674,repeat
6728,8786,oneoff
6729,3879,oneoff
6730,10471,oneoff
6731,10861,oneoff
6732,11063,ring
