AccusedMasterID,CaseMasterID,TruePersonID,TrueRingID
2988,2923,2708,
2989,2924,8705,
2990,2925,9820,
2991,2926,9851,
2992,2927,1058,
2993,2928,3571,
2994,2929,7780,
2995,2930,7719,
2996,2931,2693,
2997,2932,11580,
2998,2933,1820,
2999,2934,8085,
3000,2935,5231,
3001,2936,5826,
3002,2937,9856,
3003,2938,7547,
3004,2939,1146,
3005,2940,714,
3006,2941,4754,
3007,2942,2230,
3008,2943,5375,
3009,2944,10069,
3010,2945,1974,
3011,2946,1033,
3012,2947,230,
3013,2948,7487,
3014,2949,10473,
3015,2950,8143,
3016,2951,8092,
3017,2952,10791,
3018,2953,2070,
3019,2954,5082,
3020,2955,6030,
3021,2956,1102,
3022,2957,5154,
3023,2958,2621,
3024,2959,9703,
3025,2960,3674,
3026,2961,9951,
3027,2962,6996,
3028,2963,6795,
3029,2964,4051,
3030,2965,11920,
3031,2966,9908,
3032,2967,3471,
3033,2968,11214,
3034,2969,6504,
3035,2970,11803,
3036,2971,552,
3037,2972,5562,
3038,2973,5213,
3039,2974,886,
3040,2975,10481,
3041,2976,5598,
3042,2977,6404,
3043,2978,1192,
3044,2979,11542,
3045,2980,1689,
3046,2981,10361,
3047,2982,7289,
3048,2983,2875,
3049,2984,8872,
3050,2985,1039,
3051,2986,8633,
3052,2987,4151,
3053,2988,11526,
3054,2989,1309,
3055,2990,3231,
3056,2991,11750,
3057,2992,2057,
3058,2993,8792,
3059,2994,11027,
3060,2995,11085,
3061,2996,2222,
3062,2997,8459,
3063,2998,3553,
3064,2999,9240,
3065,3000,5757,
3066,3001,11350,
3067,3002,8524,
3068,3003,2145,
3069,3004,10404,
3070,3005,6547,
3071,3006,2820,
3072,3007,4011,
3073,3008,8377,
3074,3009,1944,
3075,3010,2669,
3076,3011,7055,
3077,3012,1481,
3078,3013,3149,
3079,3014,8944,
3080,3015,5135,
3081,3016,8188,
3082,3017,10085,
3083,3018,2144,
3084,3019,9105,
3085,3020,6555,
3086,3021,3412,
3087,3022,7635,
3088,3023,10012,
3089,3024,9765,
3090,3025,7501,2.0
3091,3025,7762,2.0
3092,3026,6465,
3093,3027,11484,
3094,3028,3465,
3095,3029,9569,
3096,3030,7706,
3097,3031,4897,
3098,3032,4385,
3099,3033,7916,
3100,3034,7889,
3101,3035,10973,
3102,3036,7023,
3103,3037,1460,
3104,3038,9279,
3105,3039,4823,
3106,3040,5114,
3107,3041,164,
3108,3042,2020,
3109,3043,8506,3.0
3110,3043,7340,3.0
3111,3043,656,3.0
3112,3044,10014,
3113,3045,8660,
3114,3046,644,
3115,3047,924,
3116,3048,2061,
3117,3049,8079,
3118,3050,208,
3119,3051,592,
3120,3052,10283,
3121,3053,8704,4.0
3122,3053,4286,4.0
3123,3053,11063,4.0
3124,3053,3652,4.0
3125,3054,11921,
3126,3055,9244,
3127,3056,5472,
3128,3057,2702,
3129,3058,11173,
3130,3059,2351,
3131,3060,8145,
3132,3061,11201,
3133,3062,893,
3134,3063,11003,
3135,3064,9720,
3136,3065,11235,
3137,3066,9673,
3138,3067,8110,
3139,3068,1194,
3140,3069,5724,
3141,3070,11820,
3142,3071,10271,
3143,3072,9952,
3144,3073,5356,
3145,3074,11366,
3146,3075,9469,
3147,3076,6433,
3148,3077,5561,
3149,3078,4361,
3150,3079,2415,
3151,3080,9656,
3152,3081,3758,
3153,3082,11849,
3154,3083,1795,
3155,3084,8291,
3156,3085,1983,
3157,3086,8763,
3158,3087,6117,
3159,3088,11338,
3160,3089,9650,
3161,3090,6452,
3162,3091,7513,
3163,3092,10728,
3164,3093,9986,
3165,3094,8057,
3166,3095,11323,
3167,3096,6785,
3168,3097,609,
3169,3098,3134,
3170,3099,10892,
3171,3100,583,
3172,3101,7696,
3173,3102,6315,
3174,3103,7259,
3175,3104,2138,
3176,3105,6718,
3177,3106,7488,
3178,3107,4731,
3179,3108,11455,
3180,3109,1551,
3181,3110,3736,
3182,3111,1571,
3183,3112,3210,
3184,3113,7143,
3185,3114,7088,
3186,3115,99,
3187,3116,3839,
3188,3117,8736,
3189,3118,8365,
3190,3119,8294,
3191,3120,5542,
3192,3121,4774,
3193,3122,3231,
3194,3123,622,
3195,3124,1767,
3196,3125,10828,
3197,3126,5174,
3198,3127,6151,1.0
3199,3127,1165,1.0
3200,3128,2378,
3201,3129,5909,
3202,3130,6671,
3203,3131,1791,
3204,3132,7161,
3205,3133,799,
3206,3134,7723,
3207,3135,6977,
3208,3136,6320,
3209,3137,11309,
3210,3138,3958,
3211,3139,8848,
3212,3140,4283,
3213,3141,2037,
3214,3142,7358,
3215,3143,4754,
3216,3144,11207,
3217,3145,10111,
3218,3146,6018,
3219,3147,4062,
3220,3148,6151,1.0
3221,3148,1165,1.0
3222,3148,7471,1.0
3223,3149,7429,
3224,3150,1614,
3225,3151,2328,
3226,3152,11996,
3227,3153,6897,
3228,3154,2481,
3229,3155,330,
3230,3156,5678,
3231,3157,10704,
3232,3158,598,
3233,3159,11004,
3234,3160,6562,
3235,3161,8,
3236,3162,8277,
3237,3163,2612,
3238,3164,7337,
3239,3165,485,
3240,3166,1902,
3241,3167,5545,
3242,3168,8881,
3243,3169,6151,1.0
3244,3169,7471,1.0
3245,3169,377,1.0
3246,3169,9350,1.0
3247,3170,11202,
3248,3171,6863,
3249,3172,9205,
3250,3173,5117,
3251,3174,4762,
3252,3175,8268,
3253,3176,6205,
3254,3177,2339,
3255,3178,5346,
3256,3179,11594,
3257,3180,10406,
3258,3181,3611,
3259,3182,11634,1.0
3260,3182,2782,1.0
3261,3183,2888,
3262,3184,5058,
3263,3185,11319,
3264,3186,1472,
3265,3187,262,
3266,3188,287,
3267,3189,3587,1.0
3268,3189,6151,1.0
3269,3189,2782,1.0
3270,3189,9350,1.0
3271,3190,1942,
3272,3191,4233,
3273,3192,10512,
3274,3193,11634,1.0
3275,3193,3587,1.0
3276,3193,2782,1.0
3277,3193,9350,1.0
3278,3194,6781,
3279,3195,1465,
3280,3196,4897,
3281,3197,3277,
3282,3198,9496,
3283,3199,7330,
3284,3200,624,
3285,3201,6100,
3286,3202,703,
3287,3203,3779,
3288,3204,9012,
3289,3205,2361,
3290,3206,7296,
3291,3207,6661,
3292,3208,6045,
3293,3209,9380,
3294,3210,2649,
3295,3211,7348,
3296,3212,5372,
3297,3213,10815,
3298,3214,5229,
3299,3215,3692,
3300,3216,685,
3301,3217,4468,
3302,3218,947,
3303,3219,7496,
3304,3220,9447,
3305,3221,942,
3306,3222,9863,
3307,3223,736,
3308,3224,1563,
3309,3225,8637,
3310,3226,3800,
3311,3227,11763,
3312,3228,4635,
3313,3229,6422,
3314,3230,3955,
3315,3231,10614,
3316,3232,6941,
3317,3233,4438,
3318,3234,9485,
3319,3235,268,
3320,3236,10651,
3321,3237,11395,
3322,3238,9501,
3323,3239,11143,
3324,3240,3061,
3325,3241,7152,
3326,3242,11431,
3327,3243,599,
3328,3244,11427,
3329,3245,3429,
3330,3246,6447,
3331,3247,3922,
3332,3248,8578,
3333,3249,1755,
3334,3250,1056,
3335,3251,6601,
3336,3252,9461,
3337,3253,10312,
3338,3254,7258,
3339,3255,2380,
3340,3256,6567,
3341,3257,1608,
3342,3258,11489,
3343,3259,6916,
3344,3260,1713,
3345,3261,8136,
3346,3262,10996,
3347,3263,6191,
3348,3264,1111,
3349,3265,4685,
3350,3266,157,
3351,3267,2004,
3352,3268,6494,
3353,3269,10867,
3354,3270,6288,
3355,3271,11945,
3356,3272,3921,
3357,3273,9040,
3358,3274,8118,
3359,3275,6811,
3360,3276,3149,
3361,3277,451,
3362,3278,7152,
3363,3279,6182,
3364,3280,6065,
3365,3281,7526,
3366,3282,4735,
3367,3283,6520,
3368,3284,968,
3369,3285,8396,
3370,3286,8370,
3371,3287,6258,
3372,3288,469,
3373,3289,7743,
3374,3290,4753,
3375,3291,9651,
3376,3292,10846,
3377,3293,1829,
3378,3294,7543,
3379,3295,1160,
3380,3296,4851,
3381,3297,11268,
3382,3298,1733,3.0
3383,3298,10943,3.0
3384,3299,11247,
3385,3300,6512,
3386,3301,11875,
3387,3302,3762,
3388,3303,1405,
3389,3304,6854,
3390,3305,8066,
3391,3306,11063,4.0
3392,3306,8905,4.0
3393,3306,8704,4.0
3394,3306,3652,4.0
3395,3307,4629,
3396,3308,2655,
3397,3309,143,
3398,3310,2720,
3399,3311,4703,
3400,3312,5794,
3401,3313,6286,
3402,3314,10298,
3403,3315,11412,
3404,3316,11128,
3405,3317,433,
3406,3318,7158,
3407,3319,11514,
3408,3320,10570,
3409,3321,10930,
3410,3322,2013,
3411,3323,4182,
3412,3324,11217,
3413,3325,7970,
3414,3326,5628,
3415,3327,10265,
3416,3328,5522,
3417,3329,10784,
3418,3330,8062,
3419,3331,6653,
3420,3332,5195,
3421,3333,7395,
3422,3334,11074,
3423,3335,9235,
3424,3336,7318,
3425,3337,11687,
3426,3338,6983,
3427,3339,10296,
3428,3340,11029,
3429,3341,2786,
3430,3342,11353,
3431,3343,9239,
3432,3344,6970,
3433,3345,10611,
3434,3346,2856,
3435,3347,10283,
3436,3348,41,
3437,3349,9663,
3438,3350,8452,
3439,3351,9882,
3440,3352,10283,
3441,3353,8526,
3442,3354,10926,
3443,3355,9161,
3444,3356,5851,
3445,3357,3275,
3446,3358,2037,
3447,3359,5500,
3448,3360,10168,
3449,3361,9626,
3450,3362,2581,
3451,3363,11503,
3452,3364,10943,3.0
3453,3364,8506,3.0
3454,3365,5276,
3455,3366,10236,
3456,3367,1525,
3457,3368,676,
3458,3369,1375,
3459,3370,8033,
3460,3371,5220,
3461,3372,4897,
3462,3373,7319,
3463,3374,9694,
3464,3375,10677,
3465,3376,3602,
3466,3377,4684,
3467,3378,745,
3468,3379,7641,
3469,3380,350,
3470,3381,1479,
3471,3382,6733,
3472,3383,6466,
3473,3384,10263,
3474,3385,11452,
3475,3386,414,
3476,3387,8175,
3477,3388,3829,
3478,3389,1889,
3479,3390,1510,
3480,3391,789,
3481,3392,5656,
3482,3393,297,
3483,3394,8977,
3484,3395,196,
3485,3396,2054,
3486,3397,1209,
3487,3398,2449,
3488,3399,4097,
3489,3400,7600,
3490,3401,2315,
3491,3402,3825,
3492,3403,6869,
3493,3404,9564,
3494,3405,4482,
3495,3406,3624,
3496,3407,7997,
3497,3408,11103,
3498,3409,4201,
3499,3410,2881,2.0
3500,3410,4951,2.0
3501,3410,9346,2.0
3502,3410,7762,2.0
3503,3411,7792,
3504,3412,2865,
3505,3413,8529,
3506,3414,5159,
3507,3415,6342,
3508,3416,310,
3509,3417,9963,
3510,3418,5538,
3511,3419,6058,
3512,3420,1487,
3513,3421,11840,
3514,3422,5943,
3515,3423,6949,
3516,3424,4907,
3517,3425,9460,
3518,3426,1352,
3519,3427,9310,
3520,3428,3344,
3521,3429,1182,
3522,3430,4758,
3523,3431,5103,
3524,3432,9840,
3525,3433,4807,
3526,3434,9795,
3527,3435,10990,
3528,3436,2014,
3529,3437,10011,
3530,3438,7910,
3531,3439,5611,
3532,3440,11111,
3533,3441,1842,
3534,3442,10251,
3535,3443,5027,
3536,3444,10123,
3537,3445,873,
3538,3446,10636,
3539,3447,185,
3540,3448,3185,
3541,3449,5803,
3542,3450,8714,
3543,3451,11409,
3544,3452,5958,
3545,3453,9337,
3546,3454,5237,
3547,3455,1222,
3548,3456,5119,
3549,3457,1384,
3550,3458,10641,
3551,3459,1165,1.0
3552,3459,7471,1.0
3553,3459,2782,1.0
3554,3459,11634,1.0
3555,3460,3716,
3556,3461,8402,
3557,3462,11265,
3558,3463,9357,
3559,3464,3390,
3560,3465,6190,
3561,3466,169,
3562,3467,9088,
3563,3468,6393,
3564,3469,9141,
3565,3470,3400,
3566,3471,4722,
3567,3472,8561,
3568,3473,10370,
3569,3474,10213,
3570,3475,3124,
3571,3476,6726,
3572,3477,10447,
3573,3478,10490,
3574,3479,5941,
3575,3480,11343,
3576,3481,7151,
3577,3482,10013,
3578,3483,6264,
3579,3484,5988,
3580,3485,5572,
3581,3486,1009,
3582,3487,10984,
3583,3488,8813,
3584,3489,9467,
3585,3490,7070,
3586,3491,1816,
3587,3492,955,
3588,3493,3899,
3589,3494,339,
3590,3495,8105,
3591,3496,2763,
3592,3497,6028,
3593,3498,5173,
3594,3499,3959,
3595,3500,9654,
3596,3501,205,
3597,3502,2553,
3598,3503,9287,
3599,3504,1885,
3600,3505,11962,
3601,3506,5628,
3602,3507,9237,
3603,3508,6488,
3604,3509,7897,
3605,3510,11196,
3606,3511,10116,
3607,3512,1665,
3608,3513,395,
3609,3514,4754,
3610,3515,11812,
3611,3516,11911,
3612,3517,330,
3613,3518,6552,
3614,3519,4100,
3615,3520,10441,
3616,3521,2336,
3617,3522,1899,
3618,3523,10525,
3619,3524,1447,
3620,3525,11802,
3621,3526,5605,
3622,3527,4778,
3623,3528,4420,
3624,3529,11849,
3625,3530,7225,
3626,3531,9815,
3627,3532,3007,
3628,3533,9403,
3629,3534,9969,
3630,3535,7674,
3631,3536,7634,
3632,3537,1861,
3633,3538,1152,
3634,3539,10621,
3635,3540,10141,
3636,3541,1513,
3637,3542,2719,
3638,3543,3583,
3639,3544,8767,
3640,3545,10603,
3641,3546,4113,
3642,3547,10621,
3643,3548,3337,
3644,3549,10310,
3645,3550,1506,
3646,3551,2295,
3647,3552,3321,
3648,3553,7148,
3649,3554,5282,
3650,3555,3207,
3651,3556,2118,
3652,3557,367,
3653,3558,1163,
3654,3559,1672,
3655,3560,9378,
3656,3561,3442,
3657,3562,6735,
3658,3563,8017,
3659,3564,7,
3660,3565,9788,
3661,3566,6716,
3662,3567,5043,
3663,3568,2664,
3664,3569,9261,
3665,3570,9893,
3666,3571,7787,
3667,3572,932,
3668,3573,2058,
3669,3574,10036,
3670,3575,11481,
3671,3576,1871,
3672,3577,6619,
3673,3578,3149,
3674,3579,949,
3675,3580,3788,
3676,3581,1075,
3677,3582,5879,
3678,3583,9427,
3679,3584,9220,
3680,3585,10495,
3681,3586,3496,
3682,3587,452,
3683,3588,6365,
3684,3589,4760,
3685,3590,11210,
3686,3591,9242,
3687,3592,7773,
3688,3593,4562,
3689,3594,6743,
3690,3595,2363,
3691,3596,6416,
3692,3597,929,
3693,3598,4443,
3694,3599,4101,
3695,3600,6780,
3696,3601,2220,
3697,3602,6983,
3698,3603,2223,
3699,3604,5801,
3700,3605,11361,
3701,3606,8510,
3702,3607,8226,
3703,3608,6942,
3704,3609,803,
3705,3610,6283,
3706,3611,7256,
3707,3612,4218,
3708,3613,1733,3.0
3709,3613,10943,3.0
3710,3614,9210,
3711,3615,2471,
3712,3616,5506,
3713,3617,4252,
3714,3618,10692,
3715,3619,1981,
3716,3620,3898,
3717,3621,3011,
3718,3622,9940,
3719,3623,3314,
3720,3624,2406,
3721,3625,3871,
3722,3626,1977,
3723,3627,4195,
3724,3628,7548,
3725,3629,8757,
3726,3630,5031,
3727,3631,5627,
3728,3632,966,
3729,3633,1470,
3730,3634,11585,
3731,3635,4971,
3732,3636,11198,
3733,3637,391,
3734,3638,2618,
3735,3639,8690,
3736,3640,140,
3737,3641,366,
3738,3642,11771,
3739,3643,9619,
3740,3644,1664,
3741,3645,6778,
3742,3646,5121,
3743,3647,9876,
3744,3648,9221,
3745,3649,9193,
3746,3650,11639,
3747,3651,3926,
3748,3652,11967,
3749,3653,2201,
3750,3654,11491,
3751,3655,2900,
3752,3656,2512,
3753,3657,2625,
3754,3658,1333,
3755,3659,2721,
3756,3660,3819,
3757,3661,10287,
3758,3662,6354,
3759,3663,3238,
3760,3664,1162,
3761,3665,8657,
3762,3666,1748,
3763,3667,3718,
3764,3668,3289,
3765,3669,6690,
3766,3670,9293,
3767,3671,7862,
3768,3672,1232,
3769,3673,10821,
3770,3674,3285,
3771,3675,5826,
3772,3676,568,
3773,3677,901,
3774,3678,4871,
3775,3679,6004,
3776,3680,2766,
3777,3681,7121,
3778,3682,7329,
3779,3683,9873,
3780,3684,8112,
3781,3685,9386,
3782,3686,7434,
3783,3687,2714,
3784,3688,4465,
3785,3689,10015,
3786,3690,9182,
3787,3691,4286,4.0
3788,3691,3652,4.0
3789,3691,8905,4.0
3790,3692,3597,
3791,3693,10477,
3792,3694,1991,
3793,3695,10375,
3794,3696,6794,
3795,3697,3916,
3796,3698,3622,
3797,3699,6210,
3798,3700,3893,
3799,3701,4809,
3800,3702,10910,
3801,3703,9036,
3802,3704,10190,
3803,3705,9173,
3804,3706,2885,
3805,3707,11084,
3806,3708,9963,
3807,3709,4359,
3808,3710,1380,
3809,3711,3192,
3810,3712,1907,
3811,3713,117,
3812,3714,7245,
3813,3715,8205,
3814,3716,2438,
3815,3717,4026,
3816,3718,7922,
3817,3719,11620,
3818,3720,2546,
3819,3721,8945,
3820,3722,7837,
3821,3723,9542,
3822,3724,11859,
3823,3725,8373,
3824,3726,2830,
3825,3727,1159,
3826,3728,4213,
3827,3729,11642,
3828,3730,5981,
3829,3731,3587,1.0
3830,3731,11634,1.0
3831,3731,6151,1.0
3832,3732,4888,
3833,3733,3997,
3834,3734,3725,
3835,3735,5356,
3836,3736,3024,
3837,3737,6069,
3838,3738,281,
3839,3739,2046,
3840,3740,1253,
3841,3741,6486,
3842,3742,11019,
3843,3743,10728,
3844,3744,712,
3845,3745,1902,
3846,3746,4250,
3847,3747,5115,
3848,3748,11190,
3849,3749,7643,
3850,3750,7712,
3851,3751,2907,
3852,3752,10994,
3853,3753,10663,
3854,3754,1110,
3855,3755,3444,
3856,3756,25,
3857,3757,10669,
3858,3758,8926,
3859,3759,4337,
3860,3760,8258,
3861,3761,1996,
3862,3762,2288,
3863,3763,10964,
3864,3764,11878,
3865,3765,2037,
3866,3766,8647,
3867,3767,9588,
3868,3768,3252,
3869,3769,5011,
3870,3770,5155,
3871,3771,7598,
3872,3772,10419,
3873,3773,1409,
3874,3774,9224,
3875,3775,3507,
3876,3776,3743,
3877,3777,1952,
3878,3778,8124,
3879,3779,190,
3880,3780,5537,
3881,3781,2140,
3882,3782,2179,
3883,3783,5366,
3884,3784,11284,
3885,3785,598,
3886,3786,5780,
3887,3787,5307,
3888,3788,10278,
3889,3789,8096,
3890,3790,7722,
3891,3791,8005,
3892,3792,7523,
3893,3793,6616,
3894,3794,1530,
3895,3795,9294,
3896,3796,10810,
3897,3797,3022,
3898,3798,1264,
3899,3799,4837,
3900,3800,4057,
3901,3801,5819,
3902,3802,10785,
3903,3803,656,3.0
3904,3803,7340,3.0
3905,3803,6397,3.0
3906,3804,8118,
3907,3805,2250,
3908,3806,2843,
3909,3807,7568,
3910,3808,1625,
3911,3809,9810,
3912,3810,5924,
3913,3811,446,
3914,3812,2894,
3915,3813,1591,
3916,3814,11120,
3917,3815,7653,
3918,3816,11636,
3919,3817,11222,
3920,3818,6839,
3921,3819,11209,
3922,3820,11368,
3923,3821,11388,
3924,3822,11807,
3925,3823,1626,
3926,3824,161,
3927,3825,6707,
3928,3826,8437,
3929,3827,9873,
3930,3828,7001,
3931,3829,9264,
3932,3830,1254,
3933,3831,7391,
3934,3832,8284,
3935,3833,5723,
3936,3834,7075,
3937,3835,8284,
3938,3836,11564,
3939,3837,6188,
3940,3838,5060,
3941,3839,9878,
3942,3840,7177,
3943,3841,9685,
3944,3842,5206,
3945,3843,7324,
3946,3844,9730,
3947,3845,1851,
3948,3846,3244,
3949,3847,6502,
3950,3848,6198,
3951,3849,2492,
3952,3850,8951,
3953,3851,10949,
3954,3852,4438,
3955,3853,11897,
3956,3854,8000,
3957,3855,4838,
3958,3856,2683,
3959,3857,5873,
3960,3858,5539,
3961,3859,10547,
3962,3860,5928,
3963,3861,4628,
3964,3862,5703,
3965,3863,2277,
3966,3864,10909,
3967,3865,6234,
3968,3866,4318,
3969,3867,6511,
3970,3868,1993,
3971,3869,7255,
3972,3870,6467,
3973,3871,8145,
3974,3872,3887,
3975,3873,238,
3976,3874,3695,
3977,3875,8233,
3978,3876,5015,
3979,3877,533,
3980,3878,6043,
3981,3879,5002,
3982,3880,5968,
3983,3881,7284,
3984,3882,9641,
3985,3883,5978,
3986,3884,9899,
3987,3885,11326,
3988,3886,5754,
3989,3887,1952,
3990,3888,11720,
3991,3889,2645,
3992,3890,5805,
3993,3891,1406,
3994,3892,9827,
3995,3893,1553,
3996,3894,5507,
3997,3895,10928,
3998,3896,8121,
3999,3897,3411,
4000,3898,6236,
4001,3899,10032,
4002,3900,8615,
4003,3901,5481,
4004,3902,11414,
4005,3903,5706,
4006,3904,4166,
4007,3905,7846,
4008,3906,2311,
4009,3907,4528,
4010,3908,2881,2.0
4011,3908,7762,2.0
4012,3909,3315,
4013,3910,1902,
4014,3911,3984,
4015,3912,2052,
4016,3913,3234,
4017,3914,2063,
4018,3915,7088,
4019,3916,1814,
4020,3917,8549,
4021,3918,4068,
4022,3919,1793,
4023,3920,7601,
4024,3921,7333,
4025,3922,10999,
4026,3923,3298,
4027,3924,11275,
4028,3925,1493,
4029,3926,5306,
4030,3927,8694,
4031,3928,1573,
4032,3929,1583,
4033,3930,8747,
4034,3931,4313,
4035,3932,1712,
4036,3933,6861,
4037,3934,10577,
4038,3935,2148,
4039,3936,11804,
4040,3937,1996,
4041,3938,11474,
4042,3939,1857,
4043,3940,3932,
4044,3941,9875,
4045,3942,7686,
4046,3943,7172,
4047,3944,10612,
4048,3945,690,
4049,3946,2666,
4050,3947,8278,
4051,3948,2208,
4052,3949,2722,
4053,3950,10360,
4054,3951,3331,
4055,3952,5095,
4056,3953,7881,
4057,3954,1429,
4058,3955,1334,
4059,3956,8981,
4060,3957,4014,
4061,3958,4314,
4062,3959,3305,
4063,3960,11582,
4064,3961,10398,
4065,3962,8700,
4066,3963,3957,
4067,3964,5953,
4068,3965,7340,3.0
4069,3965,1733,3.0
4070,3966,2275,
4071,3967,2857,
4072,3968,4157,
4073,3969,11785,
4074,3970,8417,
4075,3971,6345,
4076,3972,4118,
4077,3973,2624,
4078,3974,8396,
4079,3975,1693,
4080,3976,2868,
4081,3977,11327,
4082,3978,6299,
4083,3979,9380,
4084,3980,737,
4085,3981,6668,
4086,3982,4686,
4087,3983,5356,
4088,3984,992,
4089,3985,3807,
4090,3986,11849,
4091,3987,8215,
4092,3988,7070,
4093,3989,7565,
4094,3990,4506,
4095,3991,10659,
4096,3992,4659,
4097,3993,2259,
4098,3994,11992,
4099,3995,11907,
4100,3996,8583,
4101,3997,10895,
4102,3998,5470,
4103,3999,3355,
4104,4000,1124,
4105,4001,9950,
4106,4002,11581,
4107,4003,9282,
4108,4004,10590,
4109,4005,6835,
4110,4006,9641,
4111,4007,10348,
4112,4008,11145,
4113,4009,7256,
4114,4010,9873,
4115,4011,1902,
4116,4012,10463,
4117,4013,7835,
4118,4014,26,
4119,4015,7618,
4120,4016,9119,
4121,4017,6561,
4122,4018,3853,
4123,4019,6751,
4124,4020,5223,
4125,4021,7167,
4126,4022,3565,
4127,4023,10967,
4128,4024,9901,
4129,4025,6860,
4130,4026,219,
4131,4027,9873,
4132,4028,7781,
4133,4029,668,
4134,4030,9607,
4135,4031,8546,
4136,4032,4891,
4137,4033,3392,
4138,4034,7943,
4139,4035,6079,
4140,4036,7584,
4141,4037,3344,
4142,4038,2212,
4143,4039,2349,
4144,4040,5818,
4145,4041,1736,
4146,4042,1693,
4147,4043,8854,
4148,4044,2847,
4149,4045,11095,
4150,4046,5365,
4151,4047,9612,
4152,4048,7732,
4153,4049,10889,
4154,4050,7340,3.0
4155,4050,656,3.0
4156,4051,6741,
4157,4052,10336,
4158,4053,8910,
4159,4054,11843,
4160,4055,10539,
4161,4056,5770,
4162,4057,9037,
4163,4058,1138,
4164,4059,502,
4165,4060,8071,
4166,4061,6625,
4167,4062,3285,
4168,4063,5073,
4169,4064,2806,
4170,4065,8048,
4171,4066,7323,
4172,4067,8905,4.0
4173,4067,3652,4.0
4174,4067,4286,4.0
4175,4067,11063,4.0
4176,4068,5580,
4177,4069,11888,
4178,4070,10764,
4179,4071,7083,
4180,4072,11630,
4181,4073,5332,
4182,4074,10076,
4183,4075,8865,
4184,4076,3730,
4185,4077,11059,
4186,4078,2963,
4187,4079,11440,3.0
4188,4079,6397,3.0
4189,4079,7340,3.0
4190,4080,8785,
4191,4081,6745,
4192,4082,8950,
4193,4083,5492,
4194,4084,3290,
4195,4085,2464,
4196,4086,8390,
4197,4087,3504,
4198,4088,7134,
4199,4089,7770,
4200,4090,8526,
4201,4091,5280,
4202,4092,3755,
4203,4093,6114,
4204,4094,10157,
4205,4095,9346,2.0
4206,4095,2447,2.0
4207,4096,8470,
4208,4097,2524,
4209,4098,8167,
4210,4099,6364,
4211,4100,3707,
4212,4101,11790,
4213,4102,10466,
4214,4103,11730,
4215,4104,3671,
4216,4105,8930,
4217,4106,3406,
4218,4107,8339,
4219,4108,1996,
4220,4109,2270,
4221,4110,5083,
4222,4111,2423,
4223,4112,947,
4224,4113,7162,
4225,4114,10174,
4226,4115,5856,
4227,4116,4548,
4228,4117,7794,
4229,4118,4038,
4230,4119,1715,
4231,4120,3234,
4232,4121,1220,
4233,4122,2851,
4234,4123,7603,
4235,4124,8726,
4236,4125,3397,
4237,4126,6841,
4238,4127,6058,
4239,4128,2227,
4240,4129,3832,
4241,4130,10779,
4242,4131,3915,
4243,4132,2506,
4244,4133,641,
4245,4134,7959,
4246,4135,10190,
4247,4136,11789,
4248,4137,9181,
4249,4138,4020,
4250,4139,2828,
4251,4140,4473,
4252,4141,5071,
4253,4142,709,
4254,4143,10287,
4255,4144,8878,
4256,4145,1127,
4257,4146,3079,
4258,4147,2211,
4259,4148,8949,
4260,4149,9750,
4261,4150,3876,
4262,4151,9018,
4263,4152,10445,
4264,4153,5651,
4265,4154,8662,
4266,4155,9811,
4267,4156,7594,
4268,4157,11250,
4269,4158,9128,
4270,4159,6389,
4271,4160,1154,
4272,4161,6321,
4273,4162,7289,
4274,4163,3113,
4275,4164,11989,
4276,4165,4112,
4277,4166,8806,
4278,4167,8953,
4279,4168,6445,
4280,4169,7994,
4281,4170,7152,
4282,4171,4664,
4283,4172,9491,
4284,4173,1451,
4285,4174,3257,
4286,4175,4418,
4287,4176,6849,
4288,4177,10532,
4289,4178,4677,
4290,4179,274,
4291,4180,8513,
4292,4181,8693,
4293,4182,3147,
4294,4183,294,
4295,4184,11289,
4296,4185,9712,
4297,4186,3330,
4298,4187,7586,
4299,4188,6924,
4300,4189,283,
4301,4190,11519,
4302,4191,8541,
4303,4192,4378,
4304,4193,8186,
4305,4194,4886,
4306,4195,10456,
4307,4196,3923,
4308,4197,9957,
4309,4198,10431,
4310,4199,6686,
4311,4200,3230,
4312,4201,4409,
4313,4202,5767,
4314,4203,5945,
4315,4204,11113,
4316,4205,6074,
4317,4206,3182,
4318,4207,9546,
4319,4208,5237,
4320,4209,3318,
4321,4210,9748,
4322,4211,10885,
4323,4212,1892,
4324,4213,2812,
4325,4214,6832,
4326,4215,209,
4327,4216,7520,
4328,4217,4698,
4329,4218,3532,
4330,4219,10448,
4331,4220,3902,
4332,4221,5263,
4333,4222,10571,
4334,4223,10032,
4335,4224,8066,
4336,4225,2038,
4337,4226,8959,
4338,4227,4645,
4339,4228,656,3.0
4340,4228,10943,3.0
4341,4228,11440,3.0
4342,4229,3811,
4343,4230,3638,
4344,4231,10969,
4345,4232,5812,
4346,4233,4465,
4347,4234,9548,
4348,4235,154,
4349,4236,5889,
4350,4237,9090,
4351,4238,5435,
4352,4239,876,
4353,4240,9826,
4354,4241,1126,
4355,4242,7529,
4356,4243,11702,
4357,4244,11566,
4358,4245,7428,
4359,4246,1959,
4360,4247,7533,
4361,4248,668,
4362,4249,10018,
4363,4250,1026,
4364,4251,9953,
4365,4252,5626,
4366,4253,168,
4367,4254,518,
4368,4255,1700,
4369,4256,3113,
4370,4257,10818,
4371,4258,3752,
