ArrestSurrenderID,CaseMasterID,AccusedMasterID,ArrestSurrenderTypeID,ArrestSurrenderDistrictId,IOID
1986,3893,3995,2,7,32
1987,3896,3998,2,12,43
1988,3900,4002,1,28,25
1989,3903,4005,1,15,1
1990,3906,4008,2,13,21
1991,3907,4009,2,31,7
1992,3908,4010,1,4,7
1993,3910,4013,2,3,35
1994,3921,4024,1,6,18
1995,3924,4027,2,4,21
1996,3925,4028,2,15,26
1997,3927,4030,1,6,31
1998,3929,4032,1,21,45
1999,3931,4034,1,14,23
2000,3933,4036,2,21,27
2001,3936,4039,2,30,47
2002,3937,4040,1,10,14
2003,3938,4041,1,21,6
2004,3941,4044,1,7,28
2005,3943,4046,2,28,39
2006,3945,4048,2,17,41
2007,3946,4049,1,19,31
2008,3947,4050,1,25,25
2009,3950,4053,2,23,35
2010,3951,4054,2,29,1
2011,3953,4056,2,16,31
2012,3955,4058,2,1,29
2013,3956,4059,1,6,29
2014,3957,4060,1,21,35
2015,3958,4061,1,25,21
2016,3962,4065,2,10,20
2017,3963,4066,1,13,40
2018,3964,4067,1,17,17
2019,3966,4070,1,29,11
2020,3967,4071,2,18,39
2021,3968,4072,1,18,39
2022,3969,4073,1,10,38
2023,3970,4074,1,29,27
2024,3972,4076,2,5,16
2025,3974,4078,1,9,36
2026,3976,4080,1,15,45
2027,3978,4082,1,10,42
2028,3979,4083,2,16,21
2029,3985,4089,1,19,41
2030,3986,4090,2,19,41
2031,3987,4091,2,19,1
2032,3991,4095,2,17,41
2033,3992,4096,1,28,8
2034,3993,4097,2,17,39
2035,3994,4098,1,27,49
2036,3995,4099,1,21,10
2037,3998,4102,1,25,40
2038,3999,4103,2,2,43
2039,4000,4104,1,3,33
2040,4001,4105,1,19,28
2041,4003,4107,1,26,6
2042,4005,4109,2,5,50
2043,4007,4111,2,10,11
2044,4013,4117,2,9,43
2045,4014,4118,2,4,21
2046,4016,4120,1,26,42
2047,4020,4124,2,30,13
2048,4021,4125,1,8,3
2049,4026,4130,1,2,40
2050,4027,4131,2,19,5
2051,4028,4132,1,11,41
2052,4031,4135,1,31,13
2053,4033,4137,2,13,13
2054,4035,4139,1,3,1
2055,4036,4140,2,17,47
2056,4037,4141,2,3,12
2057,4040,4144,1,6,20
2058,4042,4146,2,18,18
2059,4043,4147,1,5,27
2060,4047,4151,2,1,4
2061,4050,4154,1,31,17
2062,4050,4155,2,16,13
2063,4051,4156,2,5,4
2064,4052,4157,1,3,13
2065,4054,4159,1,6,28
2066,4055,4160,1,23,8
2067,4057,4162,1,31,29
2068,4061,4166,1,26,12
2069,4062,4167,2,3,43
2070,4064,4169,2,16,47
2071,4067,4172,2,13,9
2072,4067,4174,1,9,49
2073,4068,4176,1,15,47
2074,4070,4178,1,11,29
2075,4072,4180,2,4,42
2076,4073,4181,1,8,45
2077,4077,4185,1,26,37
2078,4079,4187,2,28,39
2079,4081,4191,2,26,21
2080,4082,4192,1,20,24
2081,4084,4194,1,6,37
2082,4087,4197,2,28,6
2083,4090,4200,1,20,48
2084,4091,4201,1,20,7
2085,4092,4202,1,14,30
2086,4093,4203,2,28,30
2087,4094,4204,2,14,19
2088,4095,4205,1,12,31
2089,4097,4208,2,18,19
2090,4099,4210,1,3,34
2091,4100,4211,1,11,39
2092,4105,4216,1,22,45
2093,4106,4217,1,8,3
2094,4108,4219,2,27,47
2095,4109,4220,2,31,42
2096,4111,4222,2,10,36
2097,4114,4225,2,18,35
2098,4115,4226,1,20,27
2099,4116,4227,1,25,43
2100,4118,4229,2,26,6
2101,4119,4230,1,18,15
2102,4120,4231,2,22,42
2103,4122,4233,2,29,33
2104,4125,4236,2,31,11
2105,4126,4237,1,8,46
2106,4129,4240,1,11,26
2107,4130,4241,1,6,31
2108,4134,4245,1,7,34
2109,4136,4247,2,16,40
2110,4137,4248,2,20,41
2111,4138,4249,2,24,13
2112,4139,4250,2,31,6
2113,4142,4253,2,18,32
2114,4145,4256,2,9,12
2115,4146,4257,2,2,49
2116,4148,4259,1,15,46
2117,4153,4264,1,26,47
2118,4156,4267,2,20,8
2119,4157,4268,1,23,47
2120,4158,4269,1,11,33
2121,4160,4271,1,7,43
2122,4164,4275,2,21,47
2123,4167,4278,2,11,36
2124,4168,4279,2,5,29
2125,4170,4281,2,3,40
2126,4171,4282,1,5,13
2127,4173,4284,1,31,25
2128,4174,4285,1,4,22
2129,4182,4293,2,5,39
2130,4183,4294,1,10,25
2131,4186,4297,1,1,12
2132,4189,4300,1,6,29
2133,4190,4301,2,11,7
2134,4191,4302,2,25,15
2135,4192,4303,2,21,16
2136,4193,4304,2,15,34
2137,4195,4306,1,30,28
2138,4200,4311,1,31,33
2139,4201,4312,2,29,41
2140,4203,4314,2,30,7
2141,4207,4318,1,16,30
2142,4209,4320,1,22,48
2143,4210,4321,2,8,47
2144,4212,4323,2,23,9
2145,4213,4324,1,9,10
2146,4217,4328,2,22,14
2147,4219,4330,2,21,4
2148,4224,4335,1,1,26
2149,4226,4337,2,5,18
2150,4228,4340,1,18,3
2151,4229,4342,1,27,38
2152,4230,4343,1,29,3
2153,4231,4344,2,16,41
2154,4232,4345,1,14,14
2155,4233,4346,2,2,8
2156,4234,4347,1,11,12
2157,4236,4349,1,8,41
2158,4237,4350,2,24,8
2159,4238,4351,2,10,44
2160,4240,4353,2,1,16
2161,4244,4357,1,22,43
2162,4248,4361,2,23,11
2163,4249,4362,1,3,39
2164,4254,4367,2,9,23
2165,4256,4369,1,12,22
2166,4257,4370,2,30,12
2167,4258,4371,1,23,31
2168,4261,4374,2,3,40
2169,4266,4379,1,25,4
2170,4269,4382,1,15,6
2171,4270,4383,1,21,27
2172,4275,4389,1,19,36
2173,4280,4394,1,24,15
2174,4283,4397,2,29,21
2175,4284,4398,1,9,2
2176,4285,4399,1,30,14
2177,4286,4400,1,4,31
2178,4288,4402,1,13,48
2179,4290,4404,1,13,18
2180,4291,4405,2,19,37
2181,4292,4406,1,18,32
2182,4293,4407,1,8,20
2183,4295,4409,1,19,31
2184,4296,4410,2,21,48
2185,4297,4411,2,2,17
2186,4298,4412,1,28,10
2187,4299,4416,1,27,45
2188,4301,4418,1,13,48
2189,4303,4420,1,30,31
2190,4304,4421,1,20,8
2191,4306,4423,1,7,38
2192,4307,4424,2,4,36
2193,4308,4425,2,14,33
2194,4311,4428,1,14,6
2195,4313,4430,2,30,18
2196,4315,4432,1,29,43
2197,4316,4433,1,7,22
2198,4319,4436,2,9,20
2199,4320,4437,1,20,25
2200,4321,4441,1,12,39
2201,4324,4444,1,11,37
2202,4325,4445,2,30,40
2203,4327,4447,2,1,1
2204,4329,4449,2,9,11
2205,4330,4450,2,30,4
2206,4331,4451,2,22,12
2207,4332,4452,1,8,22
2208,4334,4454,2,18,17
2209,4338,4458,1,17,15
2210,4339,4459,2,17,37
2211,4340,4460,2,2,23
2212,4342,4462,1,8,32
2213,4345,4465,1,13,20
2214,4346,4466,2,6,41
2215,4349,4469,1,7,20
2216,4356,4476,1,16,36
2217,4357,4477,2,31,23
2218,4358,4478,1,5,3
2219,4358,4479,1,20,40
2220,4359,4480,2,14,23
2221,4361,4482,2,6,46
2222,4362,4483,1,30,29
2223,4364,4485,2,5,44
2224,4365,4486,1,30,13
2225,4366,4487,2,8,39
2226,4369,4490,2,25,25
2227,4370,4491,2,29,44
2228,4371,4492,2,11,37
2229,4375,4496,2,20,27
2230,4376,4497,2,12,49
2231,4377,4498,2,21,47
2232,4379,4500,1,21,32
2233,4380,4501,1,29,2
2234,4381,4502,2,7,37
2235,4383,4504,1,27,35
2236,4384,4505,1,5,43
2237,4386,4507,2,8,33
2238,4388,4509,1,4,38
2239,4392,4513,1,27,28
2240,4394,4515,2,17,39
2241,4397,4518,1,27,18
2242,4401,4522,1,4,49
2243,4402,4523,1,27,18
2244,4405,4526,2,8,39
2245,4406,4527,1,26,28
2246,4407,4528,1,27,27
2247,4408,4529,2,10,5
2248,4411,4532,1,19,15
2249,4413,4534,2,28,9
2250,4414,4535,2,11,21
2251,4415,4536,2,19,47
2252,4416,4537,1,18,19
2253,4417,4538,1,3,10
2254,4419,4540,1,29,7
2255,4420,4541,2,17,37
2256,4421,4542,2,9,43
2257,4424,4545,2,12,11
2258,4425,4546,2,15,39
2259,4427,4548,2,9,16
2260,4428,4549,2,31,47
2261,4429,4550,2,4,33
2262,4430,4551,1,21,24
2263,4431,4552,1,19,49
2264,4432,4553,1,21,1
2265,4432,4554,1,17,1
2266,4435,4557,1,12,14
2267,4437,4559,1,27,10
2268,4440,4562,2,21,33
2269,4442,4564,1,22,26
2270,4443,4565,2,3,15
2271,4445,4567,1,4,37
2272,4449,4571,2,7,7
2273,4450,4572,1,11,28
2274,4453,4575,1,22,16
2275,4454,4576,2,14,35
2276,4455,4577,1,16,8
2277,4456,4578,1,18,2
2278,4460,4582,2,22,40
2279,4461,4583,1,27,7
2280,4463,4585,1,26,38
2281,4466,4588,1,7,20
2282,4467,4589,1,20,44
2283,4474,4596,2,17,43
2284,4478,4600,2,8,8
2285,4479,4601,2,13,25
2286,4481,4603,2,18,21
2287,4482,4604,2,28,15
2288,4483,4605,2,27,26
2289,4484,4606,2,10,46
2290,4485,4607,2,8,47
2291,4487,4609,2,19,42
2292,4488,4610,1,17,34
2293,4489,4611,1,19,35
2294,4491,4613,2,8,9
2295,4492,4614,1,19,34
2296,4494,4616,1,6,27
2297,4496,4618,1,4,19
2298,4497,4619,1,13,49
2299,4503,4625,2,13,7
2300,4504,4626,1,20,30
2301,4510,4632,1,16,11
2302,4517,4639,1,30,17
2303,4519,4641,2,27,41
2304,4520,4642,1,3,13
2305,4522,4644,1,1,50
2306,4523,4645,2,24,21
2307,4526,4648,2,4,41
2308,4528,4650,2,27,26
2309,4529,4651,1,27,6
2310,4534,4656,1,4,23
2311,4536,4658,1,28,34
2312,4540,4663,2,28,18
2313,4542,4665,2,17,34
2314,4543,4666,2,22,33
2315,4545,4669,2,3,50
2316,4546,4670,2,7,9
2317,4547,4671,2,23,26
2318,4548,4672,1,26,25
2319,4549,4673,1,17,49
2320,4551,4675,2,13,5
2321,4553,4677,1,20,17
2322,4554,4678,2,8,17
2323,4555,4679,1,21,26
2324,4556,4680,2,9,13
2325,4557,4681,2,17,29
2326,4561,4685,2,22,18
2327,4564,4688,1,27,6
2328,4565,4689,2,5,42
2329,4566,4690,2,21,41
2330,4568,4692,1,13,40
2331,4569,4693,1,23,31
2332,4570,4694,2,31,43
2333,4571,4695,2,9,31
2334,4573,4697,2,4,26
2335,4574,4698,1,10,48
2336,4578,4702,2,17,43
2337,4579,4703,2,2,28
2338,4582,4706,2,31,44
2339,4586,4710,2,26,44
2340,4588,4712,2,12,39
2341,4589,4713,1,9,27
2342,4590,4714,1,13,50
2343,4597,4721,1,31,8
2344,4599,4723,2,16,1
2345,4603,4727,2,26,19
2346,4605,4729,1,27,31
2347,4606,4730,2,15,15
2348,4607,4731,1,10,35
2349,4608,4732,2,5,4
2350,4609,4733,2,5,41
2351,4611,4735,1,28,47
2352,4612,4736,1,1,5
2353,4615,4739,2,17,14
2354,4619,4743,2,19,14
2355,4625,4749,1,29,32
2356,4627,4751,1,24,40
2357,4629,4753,2,12,25
2358,4631,4755,2,27,28
2359,4638,4762,2,24,11
2360,4640,4764,2,14,47
2361,4641,4765,1,21,13
2362,4642,4766,1,31,15
2363,4644,4768,2,29,50
2364,4645,4769,2,22,13
2365,4646,4770,2,3,42
2366,4647,4771,2,12,9
2367,4649,4773,1,27,18
2368,4651,4775,2,14,7
2369,4652,4776,2,2,23
2370,4654,4778,2,28,9
2371,4658,4782,2,18,47
2372,4660,4784,2,4,20
2373,4661,4785,2,6,16
2374,4661,4786,1,29,43
2375,4661,4787,2,2,42
2376,4663,4790,1,23,47
2377,4665,4792,2,11,23
2378,4668,4795,2,5,11
2379,4669,4796,1,28,24
2380,4670,4797,2,9,4
2381,4672,4800,1,12,31
2382,4672,4802,2,22,26
2383,4674,4804,1,11,31
2384,4678,4808,2,17,49
2385,4680,4810,1,16,34
2386,4683,4813,2,25,16
2387,4686,4816,2,5,27
2388,4687,4817,1,11,41
2389,4689,4819,2,25,35
2390,4690,4820,2,30,24
2391,4693,4823,1,29,11
2392,4697,4827,1,29,18
2393,4698,4828,2,19,5
2394,4700,4830,2,15,43
2395,4702,4832,1,16,49
2396,4704,4834,2,23,36
2397,4705,4835,1,4,31
2398,4707,4837,1,8,4
2399,4708,4838,2,3,49
2400,4709,4839,2,16,48
2401,4712,4842,1,10,4
2402,4713,4843,1,11,8
2403,4715,4846,2,2,27
2404,4717,4848,1,25,18
2405,4718,4849,1,30,44
2406,4720,4851,2,14,13
2407,4721,4852,2,6,37
2408,4723,4854,2,17,36
2409,4724,4855,2,20,37
2410,4725,4856,2,10,23
2411,4733,4864,1,20,22
2412,4735,4866,2,2,28
2413,4736,4867,2,10,6
2414,4737,4868,1,25,34
2415,4738,4869,1,24,48
2416,4740,4871,2,10,39
2417,4744,4875,2,11,1
2418,4746,4877,1,31,14
2419,4747,4878,1,16,12
2420,4753,4884,1,9,44
2421,4754,4885,2,26,19
2422,4755,4886,1,21,33
2423,4758,4889,1,13,8
2424,4759,4890,2,20,27
2425,4761,4892,1,30,44
2426,4762,4893,1,27,13
2427,4768,4899,1,1,16
2428,4770,4901,1,15,31
2429,4774,4905,1,12,22
2430,4778,4909,2,19,47
2431,4779,4910,1,7,18
2432,4780,4911,1,23,34
2433,4781,4912,2,18,29
2434,4785,4916,1,25,39
2435,4792,4923,2,6,28
2436,4796,4927,1,2,28
2437,4797,4928,2,13,38
2438,4798,4929,2,27,10
2439,4799,4930,1,31,32
2440,4800,4931,2,27,35
2441,4801,4932,1,22,14
2442,4802,4933,2,22,1
2443,4803,4934,2,25,17
2444,4804,4935,2,3,10
2445,4805,4936,1,30,33
2446,4806,4937,1,25,15
2447,4807,4938,1,1,12
2448,4808,4939,2,10,18
2449,4812,4943,1,1,13
2450,4812,4944,1,17,15
2451,4813,4945,1,28,36
2452,4814,4946,2,1,35
2453,4818,4950,1,25,40
2454,4819,4951,2,2,12
2455,4821,4953,2,16,37
2456,4823,4955,1,10,31
2457,4826,4958,1,29,10
2458,4827,4959,1,18,43
2459,4831,4965,2,28,30
2460,4832,4966,1,23,34
2461,4834,4968,1,8,28
2462,4837,4972,2,29,8
2463,4839,4974,2,28,44
2464,4843,4978,1,25,2
2465,4844,4979,1,22,44
2466,4845,4980,1,1,45
2467,4849,4985,1,15,45
2468,4851,4989,2,5,31
2469,4852,4990,1,19,28
2470,4853,4991,1,1,10
2471,4853,4992,2,12,35
2472,4853,4994,2,29,16
2473,4855,4996,1,25,21
2474,4857,4998,2,14,6
2475,4859,5000,2,15,4
2476,4861,5002,2,8,1
2477,4862,5003,1,31,17
2478,4865,5006,2,30,33
2479,4866,5007,2,9,14
2480,4867,5008,1,27,49
2481,4868,5009,1,1,17
2482,4869,5010,1,15,40
2483,4870,5011,1,21,31
2484,4876,5017,2,22,38
2485,4879,5020,2,3,17
2486,4881,5022,1,2,24
2487,4885,5026,2,7,35
2488,4888,5029,2,9,46
2489,4889,5030,1,28,18
2490,4891,5032,2,5,17
2491,4893,5034,2,22,39
2492,4895,5036,1,6,18
2493,4900,5041,2,25,20
2494,4902,5043,2,16,8
2495,4903,5044,2,2,46
2496,4904,5045,2,12,48
2497,4906,5047,2,18,43
2498,4907,5048,2,17,8
2499,4909,5050,2,1,39
2500,4910,5051,1,2,40
2501,4911,5053,2,18,29
2502,4913,5057,1,20,29
2503,4914,5058,1,26,40
2504,4916,5060,1,29,20
2505,4917,5061,1,22,7
2506,4920,5064,2,9,15
2507,4922,5066,2,1,46
2508,4924,5068,1,18,26
2509,4925,5069,2,26,2
2510,4927,5071,1,26,28
2511,4932,5076,1,11,2
2512,4933,5077,1,19,19
2513,4934,5078,2,25,46
2514,4935,5079,1,27,27
2515,4938,5082,1,5,49
2516,4939,5083,2,16,21
2517,4941,5085,1,29,47
2518,4946,5090,1,26,21
2519,4949,5094,2,25,40
2520,4950,5095,2,19,15
2521,4953,5098,2,31,8
2522,4954,5099,1,9,20
2523,4955,5100,2,10,1
2524,4957,5102,1,9,44
2525,4962,5107,1,8,46
2526,4963,5108,2,11,40
2527,4964,5109,2,22,9
2528,4967,5112,1,26,8
2529,4970,5115,2,10,35
2530,4971,5116,1,9,27
2531,4972,5117,1,21,25
2532,4975,5120,1,20,4
2533,4976,5121,2,26,3
2534,4977,5122,2,3,38
2535,4980,5125,2,9,19
2536,4983,5128,2,28,42
2537,4985,5130,1,31,36
2538,4986,5131,2,26,24
2539,4987,5132,1,22,2
2540,4988,5133,1,12,18
2541,4991,5136,2,22,41
2542,4994,5139,1,7,32
2543,4999,5144,2,10,17
2544,5001,5146,1,12,26
2545,5009,5154,2,26,34
2546,5011,5156,1,21,46
2547,5013,5158,1,26,10
2548,5014,5159,2,15,12
2549,5017,5162,1,25,1
2550,5019,5164,1,7,25
2551,5020,5165,1,26,14
2552,5022,5167,1,2,11
2553,5023,5168,2,29,44
2554,5024,5169,2,10,38
2555,5027,5172,2,5,15
2556,5032,5177,2,28,12
2557,5033,5178,2,4,27
2558,5034,5179,2,7,47
2559,5036,5181,2,5,13
2560,5037,5182,1,13,45
2561,5038,5183,1,21,12
2562,5040,5185,2,11,11
2563,5041,5186,2,5,17
2564,5042,5187,1,13,10
2565,5043,5188,1,2,3
2566,5049,5194,2,16,49
2567,5052,5197,2,14,13
2568,5053,5198,1,13,19
2569,5059,5204,2,29,27
2570,5061,5206,2,30,7
2571,5063,5208,1,21,2
2572,5066,5211,2,19,5
2573,5067,5212,2,18,27
2574,5068,5213,2,16,12
2575,5069,5214,2,16,30
2576,5070,5215,2,27,2
2577,5071,5216,1,9,5
2578,5074,5219,1,28,49
2579,5075,5220,1,10,16
2580,5076,5221,2,22,43
2581,5081,5227,1,14,23
2582,5082,5228,1,25,8
2583,5083,5229,2,22,27
2584,5084,5230,2,23,5
2585,5086,5232,2,5,1
2586,5089,5235,1,12,44
2587,5090,5236,2,15,16
2588,5092,5238,2,5,35
2589,5094,5240,1,2,8
2590,5095,5241,2,18,1
2591,5097,5243,2,23,49
2592,5098,5244,1,20,4
2593,5100,5246,1,1,20
2594,5103,5249,1,24,12
2595,5104,5252,1,25,19
2596,5105,5253,2,14,25
2597,5109,5257,1,4,34
2598,5111,5259,1,18,22
2599,5113,5261,2,25,39
2600,5115,5263,2,19,26
2601,5120,5268,1,9,42
2602,5122,5270,2,12,20
2603,5123,5271,2,3,34
2604,5125,5273,1,9,5
2605,5126,5274,2,20,40
2606,5128,5276,1,14,37
2607,5129,5277,2,17,32
2608,5131,5279,2,29,24
2609,5132,5280,2,29,43
2610,5138,5286,1,19,21
2611,5140,5288,2,12,17
2612,5141,5289,1,25,6
2613,5146,5294,1,27,17
2614,5148,5296,1,19,36
2615,5151,5299,2,17,50
2616,5152,5300,1,20,13
2617,5152,5301,2,12,44
2618,5153,5303,1,14,5
2619,5154,5304,1,14,27
2620,5156,5306,1,27,21
2621,5159,5309,1,15,17
2622,5165,5315,2,26,19
2623,5166,5316,2,29,17
2624,5170,5320,2,18,37
2625,5173,5323,2,31,10
2626,5179,5329,1,20,27
2627,5181,5331,1,4,18
2628,5182,5332,1,31,22
2629,5185,5335,2,31,47
2630,5186,5336,2,22,50
2631,5187,5337,2,21,5
2632,5188,5338,2,18,15
2633,5194,5347,1,24,24
2634,5196,5349,1,26,19
2635,5197,5350,1,28,20
2636,5201,5354,1,16,38
2637,5202,5355,2,18,4
2638,5203,5356,1,20,24
2639,5204,5357,2,17,47
2640,5208,5361,1,27,9
2641,5210,5363,1,31,35
2642,5211,5364,1,23,3
2643,5212,5365,2,13,39
2644,5213,5366,1,29,12
2645,5214,5367,1,25,8
2646,5215,5368,2,18,11
2647,5218,5371,1,8,11
2648,5221,5374,2,8,2
2649,5222,5375,1,20,10
2650,5231,5384,2,20,22
2651,5232,5385,1,15,2
2652,5235,5388,2,19,17
2653,5236,5389,2,30,39
2654,5236,5390,2,21,32
2655,5239,5393,1,25,38
2656,5241,5395,2,14,35
2657,5244,5398,1,17,45
2658,5245,5399,2,4,24
2659,5246,5400,1,16,5
2660,5247,5401,2,15,21
2661,5249,5403,1,6,26
2662,5250,5404,2,25,47
2663,5253,5407,1,22,26
2664,5256,5410,2,31,30
2665,5256,5411,1,24,50
2666,5256,5412,2,26,33
2667,5256,5413,1,10,11
2668,5257,5414,2,6,27
2669,5261,5418,1,3,12
2670,5262,5419,1,27,5
2671,5265,5422,1,30,3
2672,5267,5424,1,29,9
2673,5268,5425,1,1,37
2674,5269,5426,2,22,2
2675,5270,5427,1,17,32
2676,5274,5431,1,27,31
2677,5278,5435,1,16,30
2678,5281,5438,2,17,20
2679,5286,5443,2,26,40
2680,5288,5445,2,26,17
2681,5289,5446,2,11,33
2682,5292,5449,1,31,30
2683,5294,5451,2,16,43
2684,5296,5453,1,27,18
2685,5297,5454,1,31,15
2686,5299,5456,2,6,12
2687,5301,5458,2,20,9
2688,5302,5459,1,7,5
2689,5304,5461,2,26,5
2690,5305,5462,2,14,4
2691,5306,5463,2,7,49
2692,5307,5464,2,26,45
2693,5309,5466,2,2,3
2694,5310,5467,2,24,2
2695,5311,5468,2,10,8
2696,5312,5469,2,25,50
2697,5314,5471,2,12,11
2698,5315,5472,2,23,23
2699,5316,5473,1,12,15
2700,5318,5475,2,6,45
2701,5321,5478,2,6,42
2702,5322,5479,2,14,6
2703,5323,5480,1,17,19
2704,5325,5482,2,25,12
2705,5326,5483,2,1,25
2706,5327,5484,1,16,7
2707,5328,5485,2,13,17
2708,5329,5486,2,18,35
2709,5330,5487,2,23,49
2710,5330,5488,2,13,38
2711,5332,5491,2,18,20
2712,5336,5495,2,24,37
2713,5339,5498,2,3,5
2714,5340,5499,2,14,34
2715,5341,5500,1,6,20
2716,5345,5504,1,26,44
2717,5347,5507,1,27,36
2718,5349,5509,2,19,48
2719,5350,5510,1,12,42
2720,5351,5511,2,12,11
2721,5353,5513,1,6,19
2722,5355,5515,2,13,49
2723,5356,5516,1,13,7
2724,5358,5518,2,10,13
2725,5360,5520,1,12,3
2726,5361,5521,1,3,25
2727,5362,5522,2,26,37
2728,5365,5525,2,23,45
2729,5368,5528,1,18,1
2730,5370,5530,1,5,49
2731,5371,5531,1,21,15
2732,5375,5535,2,3,2
2733,5377,5537,2,24,30
2734,5380,5540,2,7,42
2735,5381,5541,2,19,36
2736,5382,5542,1,1,31
2737,5383,5543,2,21,22
2738,5389,5549,1,18,30
2739,5390,5550,2,11,35
2740,5391,5551,2,12,50
2741,5393,5553,1,26,9
2742,5394,5554,1,16,22
2743,5397,5557,2,9,24
2744,5398,5558,2,10,3
2745,5399,5559,1,12,28
2746,5402,5562,1,1,36
2747,5404,5564,2,25,25
2748,5405,5565,1,29,5
2749,5411,5571,2,4,42
2750,5415,5575,2,10,12
2751,5416,5576,1,12,31
2752,5417,5577,2,19,47
2753,5418,5578,2,5,21
2754,5419,5579,2,3,21
2755,5425,5585,2,19,18
2756,5428,5588,2,13,2
2757,5429,5589,1,15,6
2758,5431,5591,2,25,16
2759,5434,5594,1,19,8
2760,5436,5596,1,13,21
2761,5438,5598,2,20,34
2762,5439,5599,1,12,4
2763,5440,5600,1,5,35
2764,5444,5604,1,5,18
2765,5445,5605,2,20,44
2766,5446,5606,1,1,12
2767,5448,5608,2,4,5
2768,5452,5612,1,26,1
2769,5453,5613,2,25,4
2770,5454,5614,2,5,18
2771,5455,5615,2,24,15
2772,5456,5616,2,15,30
2773,5457,5617,1,26,10
2774,5458,5618,1,21,20
2775,5459,5619,1,1,26
2776,5460,5620,2,14,34
2777,5469,5629,1,4,39
2778,5472,5632,1,2,1
2779,5475,5635,1,13,21
2780,5477,5637,2,21,20
2781,5486,5646,1,3,42
2782,5489,5649,2,22,3
2783,5491,5651,2,8,7
2784,5492,5652,2,2,16
2785,5497,5657,2,21,15
2786,5498,5658,1,5,2
2787,5499,5659,2,11,46
2788,5501,5661,1,12,49
2789,5504,5664,2,21,47
2790,5506,5666,2,5,11
2791,5508,5668,2,9,38
2792,5509,5669,2,24,42
2793,5510,5670,2,6,3
2794,5511,5671,1,15,47
2795,5514,5674,2,16,50
2796,5515,5675,1,16,25
2797,5516,5676,2,18,44
2798,5521,5681,1,28,41
2799,5522,5682,1,22,50
2800,5523,5683,2,1,27
2801,5524,5684,1,16,38
2802,5526,5686,2,26,43
2803,5532,5692,1,23,20
2804,5533,5693,1,5,32
2805,5538,5698,1,28,22
2806,5540,5700,1,6,21
2807,5542,5702,1,23,25
2808,5543,5703,1,18,46
2809,5544,5704,1,8,20
2810,5549,5709,2,29,28
2811,5550,5710,2,24,16
2812,5551,5711,1,3,47
2813,5557,5717,2,27,13
2814,5559,5719,1,2,23
2815,5561,5721,1,20,24
2816,5564,5724,2,31,38
2817,5567,5727,2,2,2
2818,5568,5728,1,23,39
2819,5570,5730,2,26,17
2820,5572,5732,1,7,26
2821,5573,5735,1,31,39
2822,5573,5736,2,21,47
2823,5577,5740,1,30,18
2824,5583,5746,2,19,39
2825,5584,5747,2,6,36
2826,5585,5748,1,17,14
2827,5587,5750,2,18,42
2828,5591,5754,2,29,38
2829,5592,5755,2,13,36
2830,5593,5756,2,5,43
2831,5595,5758,2,17,13
2832,5599,5762,2,18,37
2833,5601,5764,2,21,26
2834,5602,5765,1,31,44
2835,5603,5766,2,17,7
2836,5604,5767,1,26,29
2837,5605,5768,1,4,14
2838,5607,5770,2,25,5
2839,5608,5771,2,17,26
2840,5610,5773,1,13,33
2841,5615,5778,1,4,35
2842,5616,5779,2,7,29
2843,5617,5780,1,6,1
2844,5618,5781,1,6,33
2845,5619,5782,2,8,29
2846,5621,5784,2,2,47
2847,5622,5785,2,3,10
2848,5623,5786,1,13,33
2849,5624,5787,2,5,46
2850,5625,5788,2,29,46
2851,5626,5789,1,6,9
2852,5628,5791,1,12,17
2853,5631,5794,1,26,44
2854,5633,5796,2,4,19
2855,5634,5797,1,29,35
2856,5638,5801,2,21,46
2857,5642,5805,2,22,14
2858,5643,5806,2,3,32
2859,5647,5810,2,11,25
2860,5650,5813,2,7,44
2861,5651,5814,2,25,47
2862,5652,5815,1,23,32
2863,5654,5817,1,30,16
2864,5656,5819,1,9,50
2865,5657,5820,1,20,21
2866,5658,5821,2,16,14
2867,5659,5822,2,6,7
2868,5660,5823,2,18,39
2869,5661,5824,1,4,4
2870,5663,5826,2,10,8
2871,5664,5827,1,25,48
2872,5666,5829,2,6,1
2873,5668,5831,2,7,11
2874,5671,5834,2,11,46
2875,5671,5835,2,21,24
2876,5673,5838,1,3,27
2877,5676,5841,2,10,13
2878,5679,5844,1,14,20
2879,5680,5845,1,22,26
2880,5681,5846,1,20,39
2881,5686,5851,1,21,48
2882,5690,5855,1,11,16
2883,5692,5857,2,27,47
2884,5693,5858,2,23,17
2885,5696,5861,2,26,35
2886,5698,5863,2,8,23
2887,5699,5864,2,4,38
2888,5701,5866,1,6,40
2889,5701,5867,2,31,21
2890,5702,5868,2,3,34
2891,5703,5869,2,30,2
2892,5704,5870,1,22,49
2893,5706,5872,1,7,20
2894,5707,5873,2,3,6
2895,5711,5877,1,18,3
2896,5713,5879,2,29,39
2897,5714,5880,1,28,46
2898,5715,5881,2,20,41
2899,5716,5882,1,1,18
2900,5718,5884,1,15,50
2901,5721,5887,2,15,9
2902,5722,5888,2,28,40
2903,5723,5889,2,24,26
2904,5726,5892,1,23,23
2905,5727,5893,1,30,48
2906,5728,5894,1,10,5
2907,5735,5901,1,30,33
2908,5736,5902,2,3,34
2909,5736,5903,1,10,35
2910,5736,5904,2,27,25
2911,5736,5905,2,30,16
2912,5737,5906,1,29,6
2913,5740,5909,1,20,33
2914,5742,5911,1,31,33
